id,flag,lk_store_id,store,si_store_id,alt_store_name_catch,status,store_open_status,store_pickup_available,brand_lk_jj,store_type_labels,location_type_labels,address_full,address_line_1,address_line_2,address_locality,address_landmark,address_city,address_state,address_pin_code,address_country,latitude,longitude,wp_db_id,place_id,google_cid_g,flaberry_place_id_ur,fb_page_id,appointment_url,store_email,store_virtual_number,store_phone,business_hours_openi,business_hours_closi,store_manager_name,store_manager_mobile,payment_types,parking_options,store_opening_date,store_size,single_interface_sto,slug,lenskart_store_page_,google_maps_url,google_search_url,google_review_url,bing,foursquare_url,yalwa_url,dealsnyou_url,magicpin_url,review_short_url,map_short_url,from_the_brand,labels,busy_hours,slightly_hours,serviceOptions,store_front_image,is_union_territory,created_at,updated_at,running_status,ratingAndReviewCount,distance
307,1,LKST155,1155,100660155,Janakpuri District Centre,Active,1,True,Lenskart,COCO,High Street,"Shop No G2 B, Janak Place, Janakpuri District Centre, New Delhi, 110058","Shop No G2 B, Janak Place",,Janakpuri,Next to Levi's,New Delhi,Delhi,110058,India,28.6303031,77.0815242,3169,ChIJU15rz8kEDTkRsIqJHHylToA,9245509037511510704,http://places.flaberry.com/?place_id=ChIJU15rz8kEDTkRsIqJHHylToA,F393487711444246,lskt.me/A155,janakpur.dc@lenskart.com,7428891155,1141011756,11:00 AM,09:30 PM,Vikram,1141011756,"Cash, Master Card, Debit Card, Visa",Free Parking Available,3-31-2017,360,https://stores.lenskart.com/optometrist-sunglasses-Janakpuri-New-Delhi-60902/Home#book,optometrist-sunglasses-janakpuri-new-delhi-60902,https://www.lenskart.com/optical-store/delhi/district-center-janakpuri,https://maps.google.com/maps?cid=9245509037511510704,https://local.google.com/place?id=9245509037511510704&use=srp,https://search.google.com/local/writereview?placeid=ChIJU15rz8kEDTkRsIqJHHylToA,http://www.bing.com/maps?ss=ypid.YN4070x12932663242853823714&mkt=en-IN,https://foursquare.com/v/lenskartcom/5cb6b2e7ea1e44002c929429,https://kirarisulemannagar.yalwa.in/ID_136237653/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28219,active,lskt.me/R1155,lskt.me/L1155,"Lenskart.com is now at Janakpuri District Centre, LKST155. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of",NCR_Region,"06:00 PM,06:30 PM,08:00 PM,08:30 PM,07:00 PM,07:30 PM","05:00 PM,05:30 PM,11:00 PM,11:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST155/1.jpeg,1,,2023-08-16 16:46:44,1,"{'averageRating': '4.7', 'totalReviews': 560}",
308,1,LKST156,1156,100670156,Green Park Main Market,Active,1,True,Lenskart,COCO,High Street,"S2B, Ground Floor, Green Park Main Market, Near Bandhan Bank, New Delhi, 110016","S2B, Ground Floor",,Green Park Main Market,Bandhan Bank,New Delhi,Delhi,110016,India,28.558354,77.202626,3168,ChIJb9mTRgevJzoR-qD_UlxsKVU,6136555111054287098,http://places.flaberry.com/?place_id=ChIJb9mTRgevJzoR-qD_UlxsKVU,F2219140498351477,lskt.me/A156,greenpark.delhi@lenskart.com,7428891156,1140729015,11:00 AM,09:30 PM,Manish Arora,9700000112,"Cash, Master Card, Debit Card, Visa",Free parking on site,3-31-2017,320,https://stores.lenskart.com/optometrist-sunglasses-Katwaria-Sarai-New-Delhi-60903/Home#book,optometrist-sunglasses-katwaria-sarai-new-delhi-60903,https://www.lenskart.com/optical-store/delhi/green-park,https://maps.google.com/maps?cid=6136555111054287098,https://local.google.com/place?id=6136555111054287098&use=srp,https://search.google.com/local/writereview?placeid=ChIJb9mTRgevJzoR-qD_UlxsKVU,http://www.bing.com/maps?ss=ypid.YN4070x7075459223025313599&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c8327ff4c954c002cf0b2d7,https://delhi.yalwa.in/ID_136237654/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28246,active,lskt.me/R1156,lskt.me/L1156,"Lenskart.com is now at Green Park Main Market, LKST156. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of ey",NCR_Region,"06:00 PM,06:30 PM,07:00 PM,07:30 PM,05:00 PM,05:30 PM","04:00 PM,04:30 PM,08:00 PM,08:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST156/Capture1.JPG,1,,2023-12-14 12:35:26,1,"{'averageRating': '4.6', 'totalReviews': 627}",
821,,LKST692,,,Durgapuri,,1,True,Lenskart,COCO,High Street,"1449/118B, Main 100 Ft Road, Shahdara, Durgapuri, Delhi, 110093","1449/118B, Main 100 ft Road",Shahdara,Durgapuri,Besides Parveen Diary,Delhi,Delhi,110093,India,28.6892521,77.2925875,,ChIJmcHaUZb7DDkRDz7TJmLbXzw,4350436979667844623,,,lskt.me/A692,durgapuri.newdelhi@lenskartstore.com,8376908797,1140042408,11:00 AM,09:30 PM,a,a,,Free parking On Site,a,a,https://stores.lenskart.com/lenskart-com-Durgapuri-Shahdara-Durgapuri-Delhi-579233/Home#book,lenskart-com-durgapuri-shahdara-durgapuri-delhi-579233,,https://maps.google.com/maps?cid=4350436979667844623,https://local.google.com/place?id=4350436979667844623&use=srp,https://search.google.com/local/writereview?placeid=ChIJmcHaUZb7DDkRDz7TJmLbXzw,,,,,,lskt.me/R1692,lskt.me/L1692,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,2021-04-05 00:00:00,2024-01-16 14:10:15,1,"{'averageRating': '4.8', 'totalReviews': 668}",
313,1,LKST161,1161,100720161,Masoodpur Vasant Kunj,Active,1,True,Lenskart,COCO,High Street,"Shop No C9, Masoodpur, Opposite Mother Dairy, Vasant Kunj, New Delhi, 110070",Shop No C9,"Masoodpur, Vasant Kunj",Masoodpur,Opposite Mother Dairy,New Delhi,Delhi,110070,India,28.526997,77.151701,3165,ChIJb9mTRgevJzoRzP5oIzRBGEY,5050858674284199628,http://places.flaberry.com/?place_id=ChIJb9mTRgevJzoRzP5oIzRBGEY,F311955956188750,lskt.me/A161,vasantkunj.delhi@lenskart.com,7428891161,1149872545,11:00 AM,09:30 PM,Jai Bhoria,1149872545,"Cash, Master Card, Debit Card, Visa",Free Parking Available,3-31-2017,400,https://stores.lenskart.com/optometrist-sunglasses-Vasant-Kunj-New-Delhi-60908/Home#book,optometrist-sunglasses-vasant-kunj-new-delhi-60908,https://www.lenskart.com/optical-store/delhi/masoodpur-vasant-kunj,https://maps.google.com/maps?cid=5050858674284199628,https://local.google.com/place?id=5050858674284199628&use=srp,https://search.google.com/local/writereview?placeid=ChIJb9mTRgevJzoRzP5oIzRBGEY,http://www.bing.com/maps?ss=ypid.YN4070x5228021284049716162&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c832acf92e7a9002c3fbb21,https://delhi.yalwa.in/ID_136237666/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28248,active,lskt.me/R1161,lskt.me/L1161,"Lenskart.com is now at Masoodpur, Vasant Kunj, LKST161. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of ey",NCR_Region,"05:00 PM,05:30 PM,06:00 PM,06:30 PM,12:00 PM,12:30 PM","04:00 PM,04:30 PM,01:00 PM,01:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,,2023-08-07 15:44:16,1,"{'averageRating': '4.6', 'totalReviews': 680}",
314,1,LKST162,1162,100730162,"Lal Quarters, Krishna Nagar",Active,1,True,Lenskart,COCO,High Street,"Shop No B 6/1, Mandir Lane, Lal Quarters, Krishna Nagar, New Delhi, 110051","Shop No B 6/1, Mandir Lane",,"Lal Quarters, Krishna Nagar",Next to Heera Sweets,New Delhi,Delhi,110051,India,28.657958,77.280216,3164,ChIJZVkwVpn8DDkRGoWvo6jfCZ4,11387879048176698650,http://places.flaberry.com/?place_id=ChIJZVkwVpn8DDkRGoWvo6jfCZ4,F2066937326747848,lskt.me/A162,lalquarters@lenskartstore.com,7428891162,1149875044,11:00 AM,09:30 PM,Akhilesh,1149875044,"Cash, Master Card, Debit Card, Visa",Free Parking Available,05-05-2017,400,https://stores.lenskart.com/optometrist-sunglasses-Krishna-Nagar-New-Delhi-60909/Home#book,optometrist-sunglasses-krishna-nagar-new-delhi-60909,https://www.lenskart.com/optical-store/delhi/krishna-nagar,https://maps.google.com/maps?cid=11387879048176698650,https://local.google.com/place?id=11387879048176698650&use=srp,https://search.google.com/local/writereview?placeid=ChIJZVkwVpn8DDkRGoWvo6jfCZ4,http://www.bing.com/maps?ss=ypid.YN4070x3520697666951723298&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c832ad2a6ec9800396653af,https://delhi.yalwa.in/ID_136237667/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28249,active,lskt.me/R1162,lskt.me/L1162,"Lenskart.com is now at Lal Quarters, Krishna Nagar, LKST162. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles ",Non Metro,"08:00 PM,08:30 PM,06:00 PM,06:30 PM,04:00 PM,04:30 PM","07:00 PM,07:30 PM,12:00 PM,12:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,,2023-03-14 14:47:57,1,"{'averageRating': '4.7', 'totalReviews': 470}",
2109,,LKST1947,,,Narela,,1,True,Lenskart,COCO,High Street,"Khasra No 123, Main Arya Samaj Road, Pana Mamurpur, Near Ramdev Chock, Narela, Delhi, 110040","Khasra No 123, Main Arya Samaj Road",Pana Mamurpur,Narela,Near Ramdev Chock,Delhi,Delhi,110040,India,28.856786,77.091815,,ChIJ1fxsH4epDTkRkG5qgbTg7ps,11236165186205937296,,,lskt.me/BLKST1947,narela.delhi@lenskartstore.com,8375819311,1147096671,11:00 AM,09:30 PM,AKSHAY SHARMA,9015130503,,Available,a,a,https://stores.lenskart.com/lenskart-com-narela-Narela-delhi-573359/Home#book,lenskart-com-narela-narela-delhi-573359,,https://maps.google.com/maps?cid=11236165186205937296,https://local.google.com/place?id=11236165186205937296&use=srp,https://search.google.com/local/writereview?placeid=ChIJ1fxsH4epDTkRkG5qgbTg7ps,,,,,,lskt.me/RLKST1947,lskt.me/MLKST1947,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2023-10-03 00:00:00,2023-10-26 14:38:06,1,"{'averageRating': '4.8', 'totalReviews': 158}",
1344,,LKST1304,,,Flagship Store Greater Kailash 2,,1,True,Lenskart,COCO,High Street,"Plot No 38, Ground Floor, M Block, Greater Kailash 2, New Delhi, 110048","Plot No 38, Ground Floor",M Block,Greater Kailash 2,,New Delhi,Delhi,110048,India,28.533804,77.243301,,ChIJsTte3GjhDDkR90VnTsUlMl0,6715471523717006839,,,lskt.me/A1304,gk2.delhi@lenskartstore.com,8929330350,1142058263,11:00 AM,10:00 PM,Lokesh Rai,9899931732,,Available,a,a,https://stores.lenskart.com/lenskart-com-GK2-New-Delhi-Greater-Kailash-2-New-Delhi-824426/Home#book,lenskart-com-gk2-new-delhi-greater-kailash-2-new-delhi-824426,,https://maps.google.com/maps?cid=6715471523717006839,https://local.google.com/place?id=6715471523717006839&use=srp,https://search.google.com/local/writereview?placeid=ChIJsTte3GjhDDkR90VnTsUlMl0,,,,,,lskt.me/RLKST1304,lskt.me/MLKST1304,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST1304/1.jpeg,1,2022-07-23 00:00:00,2023-08-07 15:45:34,1,"{'averageRating': '4.9', 'totalReviews': 329}",
323,1,LKST175,1175,100820175,"Hudson Lane, GTB Nagar",Active,1,True,Lenskart,COCO,High Street,"Shop No 2513, Ground Floor, Hudson Lane, GTB Nagar, New Delhi, 110009","Shop No 2513, Ground Floor",,"Hudson Lane, GTB Nagar",Opposite Laxmi Dairy,New Delhi,Delhi,110009,India,28.6958944,77.2044015,3156,ChIJ-1qmPPL9DDkRJDFrVWeY4zE,3594884497153929508,http://places.flaberry.com/?place_id=ChIJ-1qmPPL9DDkRJDFrVWeY4zE,F639521373171104,lskt.me/A175,hudsonlane.delhi@lenskartstore.com,7428891175,1149404513,11:00 AM,09:30 PM,Satender,9873033099,"Cash, Master Card, Debit Card, Visa",Free Parking Available,6-25-2017,800,https://stores.lenskart.com/optometrist-sunglasses-GTB-Nagar-New-Delhi-60918/Home#book,optometrist-sunglasses-gtb-nagar-new-delhi-60918,https://www.lenskart.com/optical-store/delhi/hudsone,https://maps.google.com/maps?cid=3594884497153929508,https://local.google.com/place?id=3594884497153929508&use=srp,https://search.google.com/local/writereview?placeid=ChIJ-1qmPPL9DDkRJDFrVWeY4zE,http://www.bing.com/maps?ss=ypid.YN4070x17071774639579200812&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c832b46603d2a002c0e08b6,https://delhi.yalwa.in/ID_136237676/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28195,active,lskt.me/R1175,lskt.me/L1175,"Lenskart.com is now at Hudson Lane, GTB Nagar, LKST175. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of ey",Non Metro,"08:00 PM,08:30 PM,07:00 PM,07:30 PM,06:00 PM,06:30 PM","09:00 PM,09:30 PM,04:00 PM,04:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST175/WhatsApp%20Image%202019-12-19%20at%204.33.29%20PM%20(1).jpeg,1,,2023-03-14 14:48:29,1,"{'averageRating': '4.8', 'totalReviews': 1847}",
579,,LKST408,,,Pacific Mall Dwarka,,1,True,Lenskart,COCO,Mall,"Shop No Sh/Gf/07, Ground Floor, Pacific Mall, Metro Station Line 3, Near Metro Station Entry Gate, Sector 21, Dwarka, Delhi, 110077","Shop No SH/GF/07, Ground Floor","Pacific Mall, Metro Station Line 3","Sector 21, Dwarka",Near Metro Station Entry Gate,Delhi,Delhi,110077,India,28.552704,77.057989,,ChIJkdDwz2YbDTkRGt37NT2GnSg,2926642930317516058,,,lskt.me/A408,pacificmall.dwarka@lenskartstore.com,8588931408,1161408594,11:00 AM,09:30 PM,Shiv,9540515665,,Paid Parking Available,,a,https://stores.lenskart.com/lenskart-com-pacific-mall-dwarka-optometrists-sector-21-dwarka-new-delhi-78382/Home#book,lenskart-com-pacific-mall-dwarka-optometrists-sector-21-dwarka-new-delhi-78382,,https://maps.google.com/maps?cid=2926642930317516058,https://local.google.com/place?id=2926642930317516058&use=srp,https://search.google.com/local/writereview?placeid=ChIJkdDwz2YbDTkRGt37NT2GnSg,,,,,active,lskt.me/R1408,lskt.me/L1408,"Lenskart.com is now at Pacific Mall Dwarka, LKST408. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewe",Metro,"07:00 PM,07:30 PM,06:00 PM,06:30 PM,05:00 PM,05:30 PM","12:00 PM,12:30 PM,01:00 PM,01:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST408/a.jpeg,1,2020-01-17 00:00:00,2023-03-14 14:50:30,1,"{'averageRating': '4.9', 'totalReviews': 531}",
588,,LKST457,,,Tilak Nagar,,1,True,Lenskart,COCO,High Street,"D 118, Jail Road, Fateh Nagar, Tilak Nagar, Delhi, 110018","D-118, Jail Road","Fateh Nagar, Tilak Nagar",Fateh Nagar,,Delhi,Delhi,110018,India,28.632949,77.098215,,ChIJq9pvKA0FDTkRhNDAGVTgmH0,9050230103014953092,,,lskt.me/A457,jailrd.newdelhi@lenskartstore.com,9999841457,1146242228,11:00 AM,09:30 PM,Ankit,9911904042,,No Parking Available,,a,https://stores.lenskart.com/lenskart-com-tilak-nagar-optometrists-fateh-nagar-new-delhi-80971/Home#book,lenskart-com-tilak-nagar-optometrists-fateh-nagar-new-delhi-80971,,https://maps.google.com/maps?cid=9050230103014953092,https://local.google.com/place?id=9050230103014953092&use=srp,https://search.google.com/local/writereview?placeid=ChIJq9pvKA0FDTkRhNDAGVTgmH0,,,,,active,lskt.me/RV1457,lskt.me/MP1457,"Lenskart.com is now at Tilak Nagar, LKST457. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, from",Metro,"07:00 PM,07:30 PM,09:00 PM,09:30 PM,08:00 PM,08:30 PM","06:00 PM,06:30 PM,05:00 PM,05:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,2020-01-17 00:00:00,2024-01-12 11:49:26,1,"{'averageRating': '4.9', 'totalReviews': 1660}",
336,1,LKST188,1188,100950188,Sarita Vihar,Active,1,True,Lenskart,COCO,High Street,"Shop No 1, Plot No 8, LSC Pocket H Market, Sarita Vihar Metro Station, Sarita Vihar, New Delhi, 110076","Shop No 1, Plot No 8",LSC Pocket H Market,Sarita Vihar,Sarita Vihar Metro Station,New Delhi,Delhi,110076,India,28.53521,77.29169,3134,ChIJ8Vtf0KvmDDkRD43PmStRC88,14919107438300859663,http://places.flaberry.com/?place_id=ChIJ8Vtf0KvmDDkRD43PmStRC88,F412256672932135,lskt.me/A188,saritavihar.delhi@lenskartstore.com,7428891188,1149867388,11:00 AM,09:30 PM,Pradeep Kaushal,9990244231,"Cash, Master Card, Debit Card, Visa",Free Parking Available,8-29-2017,204,https://stores.lenskart.com/optometrist-sunglasses-Sarita-Vihar-New-Delhi-60931/Home#book,optometrist-sunglasses-sarita-vihar-new-delhi-60931,https://www.lenskart.com/optical-store/delhi/sarita-vihar,https://maps.google.com/maps?cid=14919107438300859663,https://local.google.com/place?id=14919107438300859663&use=srp,https://search.google.com/local/writereview?placeid=ChIJ8Vtf0KvmDDkRD43PmStRC88,http://www.bing.com/maps?ss=ypid.YN4070x2531026833106790825&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c832db49be522002cd93ffc,https://delhi.yalwa.in/ID_136237694/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28269,active,lskt.me/R1188,lskt.me/L1188,"Lenskart.com is now at Sarita Vihar, LKST188. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, fro",NCR_Region,"08:00 PM,08:30 PM,07:00 PM,07:30 PM,06:00 PM,06:30 PM","09:00 PM,09:30 PM,05:00 PM,05:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,,2023-10-17 17:05:56,1,"{'averageRating': '4.8', 'totalReviews': 1171}",
1362,,LKST1381,,,Rohtas Nagar Shahdara,,1,True,Lenskart,COCO,High Street,"1/9635, Pratap Pura, Hanuman Road, Street No 5, Shahdara, Delhi, 110032","1/9635, Pratap Pura","Hanuman Road, Street No 5",Shahdara,,Delhi,Delhi,110032,India,28.68229,77.28524,,ChIJmyuhdKz9DDkRtt7o0sAtT2w,7804506985451806390,,,lskt.me/A1381,Shahdaradelhinew.delhi@lenskartstore.com,8929302322,9560182401,11:00 AM,09:30 PM,Gaurav,9999219716,,Available,a,a,https://stores.lenskart.com/lenskart-com-Rohtas-Nagar-Shahdara-Shahdara-Delhi-275561/Home#book,lenskart-com-rohtas-nagar-shahdara-shahdara-delhi-275561,,https://maps.google.com/maps?cid=7804506985451806390,https://local.google.com/place?id=7804506985451806390&use=srp,https://search.google.com/local/writereview?placeid=ChIJmyuhdKz9DDkRtt7o0sAtT2w,,,,,,lskt.me/RLKST1381,lskt.me/MLKST1381,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,2022-07-26 00:00:00,2023-03-14 14:58:58,1,"{'averageRating': '4.9', 'totalReviews': 390}",
603,,LKST409,,,Vegas Mall,,1,True,Lenskart,COCO,Mall,"Shop No 90, Groud Floor, Block B, Vegas Mall, Near Sector 14 Metro Station, Sector 14, Dwarka, New Delhi, 110075","Shop No 90, Groud Floor, Block B","Vegas Mall, Sector 14, Dwarka","Sector 14, Dwarka",Near Sector 14 Metro Station,New Delhi,Delhi,110075,India,28.601371,77.030093,,ChIJ9YW7SsgbDTkRxAhb6XYHtM8,14966595668961593540,,,lskt.me/A409,vegusmall.delhi@lenskartstore.com,7042211409,1161340345,11:00 AM,09:30 PM,Shiv Maurya,9540515665,,Free Parking Available,2020-02-04,123,https://stores.lenskart.com/lenskart-com-Vegas-Mall-Dwarka-Sector-14-Dwarka-Delhi-122812/Home#book,lenskart-com-vegas-mall-dwarka-sector-14-dwarka-delhi-122812,,https://maps.google.com/maps?cid=14966595668961593540,https://local.google.com/place?id=14966595668961593540&use=srp,https://search.google.com/local/writereview?placeid=ChIJ9YW7SsgbDTkRxAhb6XYHtM8,,,,,active,lskt.me/R1409,lskt.me/L1409,"Lenskart.com is now at Vegas Mall, Dwarka, LKST409. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewea",Metro,"07:00 PM,07:30 PM,08:00 PM,08:30 PM,06:00 PM,06:30 PM","04:00 PM,04:30 PM,03:00 PM,03:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,2020-02-04 00:00:00,2023-03-14 14:51:12,1,"{'averageRating': '4.9', 'totalReviews': 1487}",
607,,LKST482,,,Flagship Store Malviya Nagar,,1,True,Lenskart,COCO,High Street,"C 3, Ground Floor, Main Market, Malviya Nagar, New Delhi, 110017","C 3, Ground Floor",Main Market,Malviya Nagar,,New Delhi,Delhi,110017,India,28.53683,77.211718,,ChIJH842ABziDDkROqoGNH1kNK4,5888033374744555203,,,lskt.me/A482,Malviyanagar.Delhi1@lenskartstore.com,9958481482,1144753286,11:00 AM,10:00 PM,Neeraj,8802423757,,Paid Parking Available,,a,https://stores.lenskart.com/lenskart-com-Lenskart.com-Flagship-Store-at-Malviya-Nagar-Malviya-Nagar-New-Delhi-646569/Home#book,lenskart-com-lenskart.com-flagship-store-at-malviya-nagar-malviya-nagar-new-delhi-646569,,https://maps.google.com/maps?cid=5888033374744555203,https://local.google.com/place?id=5888033374744555203&use=srp,https://search.google.com/local/writereview?placeid=ChIJfZvhRVLjDDkRwy5Lfyh_tlE,,,,,active,lskt.me/R1482,lskt.me/L1482,"Lenskart.com Flagship Store at Malviya Nagar, LKST482. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eye",Metro,"06:00 PM,06:30 PM,04:00 PM,04:30 PM,05:00 PM,05:30 PM","07:00 PM,07:30 PM,12:00 PM,12:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,2020-02-05 00:00:00,2023-12-18 17:01:29,1,"{'averageRating': '4.7', 'totalReviews': 1179}",
2143,,LKST2068,,,Tri Nagar,,1,True,Lenskart,COCO,High Street,"1955/A, Ground Floor, Ganesh Pura, Near Raj Nagar, Onkar Nagar, Tri Nagar, Delhi, 110035","1955/A, Ground Floor, Ganesh Pura",Onkar Nagar,Tri Nagar,Near Raj Nagar,Delhi,Delhi,110035,India,28.6786098,77.1645652,,ChIJzZ1-UfIDDTkRc9jINNMIbbU,13073114996543117427,,,lskt.me/BLKST2068,trinagar.delhi@lenskartstore.com,9582613683,8296345810,11:00 AM,09:30 PM,Himanshu Jangid,8285160735,,Available,a,a,https://stores.lenskart.com/lenskart-com-tri-nagar-Tri-Nagar-delhi-865744/Home#book,lenskart-com-tri-nagar-tri-nagar-delhi-865744,,https://maps.google.com/maps?cid=13073114996543117427,https://local.google.com/place?id=13073114996543117427&use=srp,https://search.google.com/local/writereview?placeid=ChIJzZ1-UfIDDTkRc9jINNMIbbU,,,,,,lskt.me/RLKST2068,lskt.me/MLKST2068,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2023-11-06 00:00:00,2024-02-05 16:35:12,1,"{'averageRating': '4.8', 'totalReviews': 112}",
1123,,LKST1079,,,"Sector 15, Rohini",,1,True,Lenskart,COCO,High Street,"Ground Floor, Block F, Plot No 40, Pocket 15, Sector 15, Rohini, New Delhi, 110089","Ground Floor, Block F, Plot No 40, Pocket 15","Sector 15, Rohini","Sector 15, Rohini",Opposite Aam Adami Party Office,New Delhi,Delhi,110089,India,28.734106,77.132104,,ChIJv45aBzwHDTkRDw6PEpBbBoI,9369276749135678991,,,lskt.me/A1079,delhirohinisector15.newdelhi@lenskartstore.com,8447730334,1142464458,11:00 AM,09:30 PM,Satyendra,9873033099,,Free Parking,a,a,https://stores.lenskart.com/lenskart-com-Sector-15-Rohini-Sector-15-Rohini-New-Delhi-675604/Home#book,lenskart-com-sector-15-rohini-sector-15-rohini-new-delhi-675604,,https://maps.google.com/maps?cid=9369276749135678991,https://local.google.com/place?id=9369276749135678991&use=srp,https://search.google.com/local/writereview?placeid=ChIJv45aBzwHDTkRDw6PEpBbBoI,,,,,,lskt.me/RV21079,lskt.me/ML21079,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST1079/1.jpg,1,2022-01-31 00:00:00,2023-12-17 13:26:27,1,"{'averageRating': '4.9', 'totalReviews': 1436}",
1637,,LKST1535,,,West Patel Nagar,,1,True,Lenskart,COCO,High Street,"Shop No 4, Ground Floor, Main Market, West Patel Nagar, New Delhi, 110008","Shop No 4, Ground Floor",Main Market,West Patel Nagar,,New Delhi,Delhi,110008,India,28.64969,77.16518,,ChIJj7sL6HkDDTkRsoeRTModqxw,2065777608784709554,,,lskt.me/BLKST1535,Patelnagar.newdelhi@lenskartstore.com,7065045129,1142178375,11:00 AM,09:30 PM,Vinay shakya,7503545189,,Available,a,a,https://stores.lenskart.com/lenskart-com-west-patel-nagar-West-Patel-Nagar-new-delhi-504568/Home#book,lenskart-com-west-patel-nagar-west-patel-nagar-new-delhi-504568,,https://maps.google.com/maps?cid=2065777608784709554,https://local.google.com/place?id=2065777608784709554&use=srp,https://search.google.com/local/writereview?placeid=ChIJj7sL6HkDDTkRsoeRTModqxw,,,,,,lskt.me/R1LKST1535,lskt.me/M1LKST1535,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,1,2023-03-06 00:00:00,2024-01-12 11:50:57,1,"{'averageRating': '4.9', 'totalReviews': 789}",
